geo	time	van	vab	msa	msam	msanc	msah	ip	champ	tis	t2is	is	is2	psal	psalh	psalnc	psalm	psalb	psalhb	psalncb	tp	tpb	tpm	tpbm	tph	tpbh	tooltip
DE	1995-01-01	1173156.9688437148	1406552.4	913574.2752192823	994949.8422780616	818754.2	996795.3983565973	-16620.436474490474	mdhim	0.14189697889987954	0.026187435320575332	36834	36834	0.7787314907396561	0.8496692470224656	0.6979067778176173	0.8480960934483495	0.6495131466266613	0.7086798887525252	0.5821000340975565	0.1898711762706211	0.22126850926034394	0.1205065735619277	0.15190390655165054	0.11893341998781158	0.1503307529775344	"<b>Allemagne</b>
1995
Branches marchandes hors imm. des ménages (-LmOPQ)
Part des salaires dans la VAN : 85%"
DE	1995-01-01	1021942.6558975878	1204274.7000000002	841760.9566926034	916852.1769652662	754263.5	923394.8682380827	-17421.106624161475	mdhimfi	0.12721602749412805	0.019033863287171937	22922	22922.000000000004	0.8236870746463479	0.9035681825288435	0.7380683208076082	0.8971659727423561	0.6989775311999856	0.7667643173422829	0.6263218018281044	0.15388309539429174	0.1763129253536521	0.08040419729828355	0.1028340272576439	0.0740019875117961	0.09643181747115645	"<b>Allemagne</b>
1995
NA
Part des salaires dans la VAN : 90.4%"
DE	1995-01-01	1494297.9149210341	1795699.4	1175388.3870199174	1266229.0799999998	1069539.4	1266229.0799999998	-23241.314369126827	tb	0.11549984173386316	0.02051234187637419	36834	36834	0.7865823643888512	0.8473739187857419	0.7157471005750011	0.8473739187857419	0.6545574315054722	0.7051453489375783	0.5956116040357311	0.18876793247484588	0.21341763561114885	0.12797637807795512	0.15262608121425808	0.12797637807795512	0.15262608121425808	"<b>Allemagne</b>
1995
Toutes branches (marchandes et non marchandes)
Part des salaires dans la VAN : 84.7%"
ES	1995-01-01	313096.97131429485	363310.9	209136.84817025522	231333.864854158	166393.4	231999.1176485788	2968.37175384718	md	0.08266631223678694	0.023654671522379316	8594	8594	0.6679619010441281	0.7409816731050141	0.5314436588176702	0.7388569230902559	0.5756415460429489	0.6385691088502403	0.45799176407864445	0.30458973379307663	0.33203809895587194	0.2336947117469489	0.26114307690974414	0.23156996173219063	0.2590183268949859	"<b>Espagne</b>
1995
Branches marchandes
Part des salaires dans la VAN : 74.1%"
ES	1995-01-01	294297.33490266727	342846.9	196221.62794023458	218189.41154562312	153919.6	219235.31558139535	2841.736481121685	mdhfi	0.06487845152558838	0.01855930445922072	6363	6363	0.6667461939644503	0.7449449572960043	0.5230071147294137	0.7413910547908452	0.572330179856474	0.6394554408436982	0.44894557891583675	0.31163281513495444	0.33325380603554966	0.2369879543085595	0.25860894520915473	0.23343405180340043	0.25505504270399565	"<b>Espagne</b>
1995
Branches marchandes hors services financiers (-KOPQ)
Part des salaires dans la VAN : 74.5%"
ES	1995-01-01	302319.90715226793	339160.8	208370.19693872813	230539.8194834955	165679.5	231212.71713178293	1213.8798746631146	mdhi	0.09147447054883469	0.025339013235020087	8594	8594	0.6892374336228523	0.7647948800650074	0.5480270934211191	0.7625690999150138	0.614369929952778	0.6817200488139636	0.4884983759915651	0.28233572515140104	0.3107625663771477	0.20900405885923953	0.2374309000849862	0.2067782787092459	0.23520511993499257	"<b>Espagne</b>
1995
Branches marchandes hors services immobiliers (-LOPQ)
Part des salaires dans la VAN : 76.5%"
ES	1995-01-01	283520.27074064035	318696.8	195454.9767087075	217395.36617496063	153205.7	218448.91506459948	1087.2446019376193	mdhifi	0.07225320791744302	0.019965685253193633	6362.999999999999	6363	0.6893862516359772	0.7704878190682631	0.5403694755220873	0.7667718629326166	0.6132944438372381	0.6854443316173852	0.4807255673731271	0.28817090862146066	0.3106137483640227	0.21078529732482135	0.2332281370673834	0.2070693411891748	0.22951218093173686	"<b>Espagne</b>
1995
Branches marchandes hors services immobilier et financiers (-KLOPQ)
Part des salaires dans la VAN : 77%"
ES	1995-01-01	302590.40715226793	343547	209136.84817025522	231333.864854158	166393.4	231999.1176485788	1395.5798746631144	mdhim	0.09196011466673103	0.02501550006258241	8594	8594	0.6911549184208424	0.7667100878443692	0.5498964807442438	0.764511562118846	0.6087576028032706	0.6753053225572594	0.48433955179349547	0.2804436524628824	0.30884508157915763	0.20708700876487876	0.23548843788115398	0.20488848303935553	0.23328991215563075	"<b>Espagne</b>
1995
Branches marchandes hors imm. des ménages (-LmOPQ)
Part des salaires dans la VAN : 76.7%"
ES	1995-01-01	283520.27074064035	318696.8	195454.9767087075	217395.36617496063	153205.7	218448.91506459948	1087.2446019376193	mdhimfi	0.07225320791744302	0.019965685253193633	6362.999999999999	6363	0.6893862516359772	0.7704878190682631	0.5403694755220873	0.7667718629326166	0.6132944438372381	0.6854443316173852	0.4807255673731271	0.28817090862146066	0.3106137483640227	0.21078529732482135	0.2332281370673834	0.2070693411891748	0.22951218093173686	"<b>Espagne</b>
1995
NA
Part des salaires dans la VAN : 77%"
ES	1995-01-01	375477.6863995229	435031.5	268749.108231705	291765.77999999997	224427.3	291765.77999999997	3000.9856687586043	tb	0.08052201338695775	0.019754891312468176	8594	8594	0.71575254127284	0.7770522472260837	0.597711417027324	0.7770522472260837	0.6177693068931904	0.670677364742553	0.5158874702176739	0.2613592810503229	0.28424745872716	0.20005957509707922	0.22294775277391632	0.20005957509707922	0.22294775277391632	"<b>Espagne</b>
1995
Toutes branches (marchandes et non marchandes)
Part des salaires dans la VAN : 77.7%"
FR	1995-01-01	675605.8935033309	859200.5	502230.0918684969	509348.86545627826	445850.39999999997	502547.67419844784	32530.336194494193	md	0.12099150978509671	0.024414557486872972	20977	20977	0.7433773102010703	0.7438473805971472	0.6599267476606194	0.7539141833341142	0.5845318896677748	0.584901515069472	0.5189131058466563	0.2255735231150446	0.25662268979892966	0.21503664998200073	0.24608581666588575	0.2251034527189678	0.25615261940285283	"<b>France</b>
1995
Branches marchandes
Part des salaires dans la VAN : 74.4%"
FR	1995-01-01	641218.5407759254	816742	473814.95605031506	480813.9250216156	418384.1	474771.4627650023	29239.297535143643	mdhfi	0.10990206709226683	0.022526085348861698	18398	18398	0.738928970264898	0.7404206718515829	0.6524828485054752	0.7498440772467254	0.5801280649829629	0.581299189664548	0.5122598078707842	0.23237878390930763	0.261071029735102	0.22146367692748017	0.25015592275327453	0.23088708232262276	0.2595793281484171	"<b>France</b>
1995
Branches marchandes hors services financiers (-KOPQ)
Part des salaires dans la VAN : 74%"
FR	1995-01-01	600534.5073044205	734382.8	492979.91462216957	499962.9184849487	437675.5	492777.2459612843	22154.884512011093	mdhi	0.19503583693513177	0.028564122144472882	20977	20977	0.8209018942724473	0.8205644138139222	0.7288099096329453	0.8325298753090795	0.6712846687343025	0.6710086973187339	0.5959773295344063	0.14416755678348278	0.17909810572755275	0.1325395757468505	0.16747012469092046	0.1445050372420079	0.17943558618607786	"<b>France</b>
1995
Branches marchandes hors services immobiliers (-LOPQ)
Part des salaires dans la VAN : 82.1%"
FR	1995-01-01	566147.1545770149	691924.3	464564.7788039878	471427.97805028607	410209.19999999995	465001.03452783875	18863.845852660543	mdhifi	0.18111409444791876	0.026589613921638534	18398	18398	0.8205724872910078	0.821343056780449	0.7245628573484209	0.8326951292416258	0.6714098331334624	0.6720403294519917	0.592852715246451	0.1469306612256606	0.17942751270899215	0.13480801927504268	0.16730487075837422	0.14616009173621944	0.17865694321955097	"<b>France</b>
1995
Branches marchandes hors services immobilier et financiers (-KLOPQ)
Part des salaires dans la VAN : 82.1%"
FR	1995-01-01	626431.8461303124	777441.1000000001	502230.0918684969	509348.86545627826	445850.39999999997	509390.04351992294	25734.09892775391	mdhim	0.16889455486901406	0.02698210835521816	20977	20977	0.801731417345633	0.8131611549869352	0.7117300992185712	0.813095420679366	0.6460040405228086	0.65521367923553675	0.5734844736147856	0.1647820986424473	0.19826858265436692	0.15341809530871436	0.18690457932063398	0.15335236100114516	0.18683884501306477	"<b>France</b>
1995
Branches marchandes hors imm. des ménages (-LmOPQ)
Part des salaires dans la VAN : 81.3%"
FR	1995-01-01	566147.1545770149	691924.3	464564.7788039878	471427.97805028607	410209.19999999995	471966.8148116046	18863.845852660543	mdhimfi	0.18111409444791876	0.026589613921638534	18398	18398	0.8205724872910078	0.833646890205118	0.7245628573484209	0.8326951292416258	0.6714098331334624	0.6821075872195912	0.592852715246451	0.1469306612256606	0.17942751270899215	0.13480801927504268	0.16730487075837422	0.13385625831155054	0.16635310979488208	"<b>France</b>
1995
NA
Part des salaires dans la VAN : 83.4%"
FR	1995-01-01	870684.0112551065	1091891.9	687480.1052065103	695602.08	623155.2	694727.698619006	37258.994011504925	tb	0.11450083381101978	0.01921160876823063	20977	20977	0.7895862291251856	0.7979102517543002	0.7157076412850519	0.7989144982658831	0.6296228639543076	0.6362605113372543	0.5707114413065982	0.18632121866432722	0.21041377087481433	0.1769929495236298	0.2010855017341169	0.17799719603521275	0.20208974824569984	"<b>France</b>
1995
Toutes branches (marchandes et non marchandes)
Part des salaires dans la VAN : 79.8%"
IT	1995-01-01	563913.6706613206	685879.3	366315.7683606801	377628.3348767699	248190.8	378901.4954680439	1212.395971488367	md	0.1422636560039478	0.04098534538073973	28111.000000000004	28111.000000000004	0.649595474305649	0.6719140095037833	0.44012197772921213	0.6696562869878867	0.5340819709250302	0.5524317404943463	0.3618578370859129	0.30055469678874336	0.350404525694351	0.28049388410650566	0.3303437130121133	0.27823616159060904	0.3280859904962167	"<b>Italie</b>
1995
Branches marchandes
Part des salaires dans la VAN : 67.2%"
IT	1995-01-01	529147.5929570906	647598	337612.04663690756	348525.7478268233	223652	352218.03133376373	784.1348756065474	mdhfi	0.09933926294909903	0.029380881349232085	19027	19027	0.6380300149343873	0.6656328707184078	0.422664683685212	0.6586550755699758	0.5213296622857198	0.5438837540167878	0.3453562240772825	0.3260121535394984	0.3619699850656128	0.3053870929039098	0.3413449244300241	0.29840929775547786	0.33436712928159223	"<b>Italie</b>
1995
Branches marchandes hors services financiers (-KOPQ)
Part des salaires dans la VAN : 66.6%"
IT	1995-01-01	518760.40975842543	607228.3	364017.3898039791	375195.38548284234	247297.6	376305.50802324084	-1933.9319944614192	mdhi	0.18166247503942592	0.046293955667086	28111	28111	0.7017061883606219	0.7253936517601208	0.47670869894478013	0.7232536994439533	0.5994736902149966	0.6197100958951367	0.40725638116668805	0.24410501952802435	0.29829381163937807	0.22255750844469285	0.2767463005560466	0.22041755612852545	0.27460634823987917	"<b>Italie</b>
1995
Branches marchandes hors services immobiliers (-LOPQ)
Part des salaires dans la VAN : 72.5%"
IT	1995-01-01	483994.33205419546	568947	335313.66808020655	346092.79843289574	222758.8	349622.0438889606	-2362.1930903432385	mdhifi	0.12797225605159188	0.03344248234018283	19027	19027	0.6928049480601348	0.7223680541982288	0.46025084437364133	0.7150761393506192	0.5893583551371333	0.6145072280703837	0.39152820913020014	0.2678826080952347	0.3071950519398651	0.2456114168047503	0.2849238606493808	0.23831950195714072	0.2776319458017712	"<b>Italie</b>
1995
Branches marchandes hors services immobilier et financiers (-KLOPQ)
Part des salaires dans la VAN : 72.2%"
IT	1995-01-01	535303.0567462961	636043.4	366315.7683606801	377628.3348767699	248190.8	378901.4954680439	-781.2224933534904	mdhim	0.16634979038099512	0.04419666959833244	28111	28111	0.6843147330172885	0.707826138283425	0.4636454002496545	0.7054477461273769	0.5759288884385564	0.5957164172571304	0.3902104793477929	0.26317108899376895	0.3156852669827115	0.2420380758836806	0.2945522538726231	0.23965968372763247	0.292173861716575	"<b>Italie</b>
1995
Branches marchandes hors imm. des ménages (-LmOPQ)
Part des salaires dans la VAN : 70.8%"
IT	1995-01-01	483994.33205419546	568947	335313.66808020655	346092.79843289574	222758.8	349622.0438889606	-2362.1930903432385	mdhimfi	0.12797225605159188	0.03344248234018283	19027	19027	0.6928049480601348	0.7223680541982288	0.46025084437364133	0.7150761393506192	0.5893583551371333	0.6145072280703837	0.39152820913020014	0.2678826080952347	0.3071950519398651	0.2456114168047503	0.2849238606493808	0.23831950195714072	0.2776319458017712	"<b>Italie</b>
1995
NA
Part des salaires dans la VAN : 72.2%"
IT	1995-01-01	676249.5736375601	814536.7	472339.2163603886	484424.26	346148.1	484424.26	847.3005118625343	tb	0.1378595985773751	0.034511643244558535	28111	28111	0.69846878249352	0.7163394682739275	0.5118644262325555	0.7163394682739275	0.5798869668615161	0.5947236754341456	0.42496317231623815	0.2599622449024895	0.30153121750648	0.24209155912208197	0.2836605317260725	0.24209155912208197	0.2836605317260725	"<b>Italie</b>
1995
Toutes branches (marchandes et non marchandes)
Part des salaires dans la VAN : 71.6%"
NL	1995-01-01	207736.2909401607	251723.1	156937.18348797574	150738.0305347367	125521.7	150908.78735806208	631.9834923941199	md	0.19878302014469093	0.04011550787353246	10098	10098	0.7554634906482572	0.7264440251392184	0.604235781008322	0.725622036730007	0.6234516557597445	0.5995031340312513	0.49864990539207565	0.19592680348716285	0.24453650935174273	0.22576825740541315	0.27437796326999303	0.2249462689962017	0.2735559748607816	"<b>Pays-Bas</b>
1995
Branches marchandes
Part des salaires dans la VAN : 72.6%"
NL	1995-01-01	186356.87635179987	228102	147084.52607170778	140999.22294262692	116246	141349.7979712339	539.5799716788	mdhfi	0.20477511385603633	0.0352561573331229	8042	8042	0.7892626714457548	0.7584898434571165	0.6237816509681869	0.7566086409199738	0.644819098787857	0.6196780298780102	0.5096228880062428	0.1675835681058327	0.2107373285542452	0.20023759863161364	0.24339135908002615	0.198356396094471	0.24151015654288352	"<b>Pays-Bas</b>
1995
Branches marchandes hors services financiers (-KOPQ)
Part des salaires dans la VAN : 75.8%"
NL	1995-01-01	194668.19334369453	227859.3	154771.05748797575	148637.10681992548	123686	148876.9639364118	-304.6381783867037	mdhi	0.25310087512340995	0.04431682182820715	10098	10098	0.7950505669650985	0.7647729265846914	0.6353683047832441	0.763540793526042	0.6792395899047164	0.6533723395815392	0.5428174316343463	0.15307655217772123	0.20494943303490148	0.18458632561677776	0.23645920647395802	0.18335419255812832	0.2352270734153086	"<b>Pays-Bas</b>
1995
Branches marchandes hors services immobiliers (-LOPQ)
Part des salaires dans la VAN : 76.5%"
NL	1995-01-01	173288.7787553337	204238.2	144918.4000717078	138898.29922781573	114410.29999999999	139317.97454958363	-397.04169910202364	mdhifi	0.2834646688957124	0.03937559183345721	8042	8042	0.8362826555337317	0.8039642009727967	0.6602291320982521	0.8015423746734699	0.7095558033301693	0.6821347551515026	0.5601807105624705	0.11730926162465226	0.1637173444662683	0.152049542484914	0.19845762532653005	0.1496277161855872	0.19603579902720325	"<b>Pays-Bas</b>
1995
Branches marchandes hors services immobilier et financiers (-KLOPQ)
Part des salaires dans la VAN : 80.4%"
NL	1995-01-01	204199.49334369454	241710	156937.18348797574	150738.0305347367	125521.7	150908.78735806208	224.4618216132964	mdhim	0.21365862207807704	0.04177733647759712	10098	10098	0.7685483490589757	0.7390262575434641	0.6147013292963	0.7381900320439327	0.6492788196101764	0.6243382042863849	0.5193070208100616	0.182000010123269	0.2314516509410243	0.212358327138312	0.2618099679560673	0.21152210163878063	0.26097374245653593	"<b>Pays-Bas</b>
1995
Branches marchandes hors imm. des ménages (-LmOPQ)
Part des salaires dans la VAN : 73.9%"
NL	1995-01-01	173288.7787553337	204238.2	144918.4000717078	138898.29922781573	114410.29999999999	139317.97454958363	-397.04169910202364	mdhimfi	0.2834646688957124	0.03937559183345721	8042	8042	0.8362826555337317	0.8039642009727967	0.6602291320982521	0.8015423746734699	0.7095558033301693	0.6821347551515026	0.5601807105624705	0.11730926162465226	0.1637173444662683	0.152049542484914	0.19845762532653005	0.1496277161855872	0.19603579902720325	"<b>Pays-Bas</b>
1995
NA
Part des salaires dans la VAN : 80.4%"
NL	1995-01-01	258395.05138025113	314767	209770.61395350314	202693.76	173907.2	202693.76	892.4305880987167	tb	0.20767335386064859	0.0320808725184025	10098	10097.999999999998	0.8118213287483094	0.7844335985433337	0.6730283690459699	0.7844335985433337	0.6664314046691779	0.6439485714830335	0.552495020125998	0.14909897546781162	0.18817867125169063	0.17648670567278724	0.21556640145666625	0.17648670567278724	0.21556640145666625	"<b>Pays-Bas</b>
1995
Toutes branches (marchandes et non marchandes)
Part des salaires dans la VAN : 78.4%"
BE	1996-01-01	125305.25036216975	158060.5	97714.77150560188	93908.36760703832	78630.7	94101.20818852924	2010.0794200368182	md	0.20851395983040383	0.03639745540473426	5753	5753	0.7798138643287243	0.7509757804764647	0.6275132109208009	0.749436813985168	0.6182112008098284	0.5953493009861999	0.49747217046637204	0.17427425262270346	0.22018613567127568	0.20465130296625975	0.25056318601483196	0.20311233647496307	0.2490242195235353	"<b>Belgique</b>
1996
Branches marchandes
Part des salaires dans la VAN : 75.1%"
BE	1996-01-01	115112.98895649773	145732.5	89445.96835847365	85810.53748315264	71219.1	86334.60277115276	1909.8729173435872	mdhfi	0.16671198683377408	0.02936201602250699	4279	4279	0.7770275897559754	0.7499987929579294	0.6186886523024293	0.7454461765003881	0.6137681598715019	0.5924183196689329	0.4886974422314858	0.1858002367231279	0.2229724102440246	0.21738164997871515	0.25455382349961186	0.2128290335211739	0.25000120704207063	"<b>Belgique</b>
1996
Branches marchandes hors services financiers (-KOPQ)
Part des salaires dans la VAN : 75%"
BE	1996-01-01	116370.89436196344	140610.6	97226.96255037801	93443.7769415207	78259.3	93628.37806927883	320.43100576469476	mdhi	0.30051298012451283	0.04091441185799648	5753	5753	0.835492096915234	0.8045686903295113	0.6724989133157299	0.8029823733318612	0.6914625394556172	0.6658699846901928	0.5565675702969762	0.11507114287472844	0.164507903084766	0.14758086645810128	0.19701762666813885	0.14599454946045118	0.19543130967048875	"<b>Belgique</b>
1996
Branches marchandes hors services immobiliers (-LOPQ)
Part des salaires dans la VAN : 80.5%"
BE	1996-01-01	106178.63295629143	128282.6	88958.15940324977	85345.94681763502	70847.7	85861.77265190233	220.22450307146354	mdhifi	0.24848329442393277	0.03335604360996737	4279	4279	0.8378160174643565	0.808653966069119	0.6672500674327249	0.8037958715551347	0.6934546025980902	0.6693173715835377	0.5522783292512	0.12188397225239318	0.16218398253564345	0.15590411816161504	0.19620412844486532	0.15104602364763078	0.19134603393088104	"<b>Belgique</b>
1996
Branches marchandes hors services immobilier et financiers (-KLOPQ)
Part des salaires dans la VAN : 80.9%"
BE	1996-01-01	120215.42422545445	147847	97714.77150560188	93908.36760703832	78630.7	94101.20818852924	881.6310057646946	mdhim	0.2556814716278904	0.038911848059142225	5753.000000000001	5753.000000000001	0.8128305675846188	0.7827715020332991	0.6540816247716631	0.7811673769159659	0.6609181891117295	0.6364769538004101	0.5318383193436458	0.13931367649165954	0.18716943241538117	0.1709768671603124	0.21883262308403403	0.1693727420429792	0.21722849796670082	"<b>Belgique</b>
1996
Branches marchandes hors imm. des ménages (-LmOPQ)
Part des salaires dans la VAN : 78.3%"
BE	1996-01-01	106178.63295629143	128282.6	88958.15940324977	85345.94681763502	70847.7	85861.77265190233	220.22450307146354	mdhimfi	0.24848329442393277	0.03335604360996737	4279	4279	0.8378160174643565	0.808653966069119	0.6672500674327249	0.8037958715551347	0.6934546025980902	0.6693173715835377	0.5522783292512	0.12188397225239318	0.16218398253564345	0.15590411816161504	0.19620412844486532	0.15104602364763078	0.19134603393088104	"<b>Belgique</b>
1996
NA
Part des salaires dans la VAN : 80.9%"
BE	1996-01-01	160669.2310583304	197328.5	132767.31036410123	128528.98	111517.7	128528.98	1383.260264923593	tb	0.20618652253534175	0.02915443030276924	5753	5753	0.8263393649771096	0.7999601364454032	0.6940824902529962	0.7999601364454032	0.672823795671184	0.6513452440980395	0.5651373217756178	0.13785415258624145	0.17366063502289042	0.16423338111794783	0.2000398635545968	0.16423338111794783	0.2000398635545968	"<b>Belgique</b>
1996
Toutes branches (marchandes et non marchandes)
Part des salaires dans la VAN : 80%"
DE	1996-01-01	1205486.3891115931	1462922.2999999998	901541.0323568176	981826.7998908911	806078.6	983649.6939419087	-19914.86407455791	md	0.14351592821071987	0.029817714857446637	43621	43621	0.7478649618111624	0.8159774368475687	0.6686749906766309	0.8144652720753385	0.6162603662250673	0.6723868341756146	0.5510057506130025	0.21594964414872128	0.25213503818883765	0.1493493338845452	0.1855347279246615	0.14783716911231493	0.18402256315243126	"<b>Allemagne</b>
1996
Branches marchandes
Part des salaires dans la VAN : 81.6%"
DE	1996-01-01	1129065.3617304608	1378896.3	841274.483371822	916816.1027871033	751453	923050.5982572614	-20221.147547429748	mdhfi	0.09838393823141159	0.020533813891588513	28314	28314.000000000004	0.7451069813021662	0.8175351308648323	0.6655531428652512	0.8120133110646013	0.6101071439323045	0.6694126296932275	0.5449670145608484	0.229815639690648	0.2548930186978337	0.16290930992821295	0.18798668893539866	0.157387490127982	0.1824648691351677	"<b>Allemagne</b>
1996
Branches marchandes hors services financiers (-KOPQ)
Part des salaires dans la VAN : 81.8%"
DE	1996-01-01	1080874.3575053166	1267213.4	890825.8636068177	969688.7365235306	797055.3	971716.2293775934	-21505.355987790033	mdhi	0.22952562846037125	0.03442277362281681	43621	43621	0.8241715213439467	0.8990094201331016	0.7374171608989063	0.8971336305559093	0.702980148100405	0.7668134107306579	0.6289826954165731	0.13547133659129174	0.17582847865605336	0.06250922737932907	0.10286636944409068	0.06063343780213684	0.10099057986689845	"<b>Allemagne</b>
1996
Branches marchandes hors services immobiliers (-LOPQ)
Part des salaires dans la VAN : 89.9%"
DE	1996-01-01	1004453.3301241841	1183187.4	830559.3146218221	904678.0394197429	742429.7	911117.133692946	-21811.63946066187	mdhifi	0.16282331463911365	0.023930275119562635	28314	28314	0.8268769585533029	0.9070776176134548	0.7391380741484631	0.9006670716178464	0.7019676803706852	0.77005310713496955	0.627482763930718	0.1449345739979412	0.1731230414466971	0.07114446093339771	0.09933292838215359	0.06473391493778925	0.09292238238654513	"<b>Allemagne</b>
1996
Branches marchandes hors services immobilier et financiers (-KLOPQ)
Part des salaires dans la VAN : 90.7%"
