time	geo	champ	rh	rbh
2022-01-01	DE	tb	0.02223475856181347	0.03078627211228913
2022-01-01	FR	md	0.02340682991652615	0.033711315943941715
2022-01-01	FR	mdhfi	0.02679148941068871	0.035111105187067365
2022-01-01	FR	mdhi	0.027170160181740167	0.06850587409324706
2022-01-01	FR	mdhifi	0.04175768947913571	0.07694477271731721
2022-01-01	FR	mdhim	0.020734703649077795	0.04362027468239589
2022-01-01	FR	mdhimfi	0.01875367619353638	0.037625324598924155
2022-01-01	FR	tb	0.021493079114473672	0.03047515491045504
2022-01-01	IT	md	0.0547085072212211	0.06345519317305634
2022-01-01	IT	mdhfi	0.051571571524600124	0.05861912053233583
2022-01-01	IT	mdhi	0.0924681697325289	0.11437573123480538
2022-01-01	IT	mdhifi	0.08600941603224671	0.10410997107132554
2022-01-01	IT	mdhim	0.08477978702660938	0.10257915315903197
2022-01-01	IT	mdhimfi	0.06933037258884782	0.08392084747887367
2022-01-01	IT	tb	0.04970145689351652	0.05735118937188178
2022-01-01	ES	md	0.04793534796080057	0.055253025733977945
2022-01-01	ES	mdhfi	0.04464370330820294	0.05083069088162926
2022-01-01	ES	mdhi	0.05432830045482868	0.0681712418860749
2022-01-01	ES	mdhifi	0.04819138972790339	0.060038884838817766
2022-01-01	ES	mdhim	0.05311987339868264	0.06427168789352981
2022-01-01	ES	mdhimfi	0.03862746408528476	0.04812373913527473
2022-01-01	ES	tb	0.03887732980420718	0.04508466218724584
2022-01-01	NL	md	0.07232335810506191	0.0912719563811061
2022-01-01	NL	mdhfi	0.06663580647435954	0.08325311008152696
2022-01-01	NL	mdhi	0.1651096736502768	0.21265282457856333
2022-01-01	NL	mdhifi	0.1564127517334605	0.19976637565846686
2022-01-01	NL	mdhim	0.12506479461159764	0.16002563709205983
2022-01-01	NL	mdhimfi	0.11303794488905906	0.14436917906059818
2022-01-01	NL	tb	0.05723928746651867	0.07242513317397183
2022-01-01	BE	md	0.0483678405073346	0.06197752644065297
2022-01-01	BE	mdhfi	0.045905547422291214	0.05763794801679636
2022-01-01	BE	mdhi	0.0748836831355815	0.10392013264515867
2022-01-01	BE	mdhifi	0.07095535164091679	0.09672931285567962
2022-01-01	BE	mdhim	0.07512420310001093	0.10039755772663998
2022-01-01	BE	mdhimfi	0.06131580733319333	0.08358828155128004
2022-01-01	BE	tb	0.04532614423136406	0.05751307731638322
2021-01-01	DE	md	0.03165304954094049	0.04179073097350924
2021-01-01	DE	mdhfi	0.030248144093363776	0.03933037643973447
2021-01-01	DE	mdhi	0.06455797234763629	0.09322856342798436
2021-01-01	DE	mdhifi	0.06222176634282523	0.08880338099354233
2021-01-01	DE	mdhim	0.05805877561268348	0.0795824034865809
2021-01-01	DE	mdhimfi	0.0460912106342655	0.06578172846872674
2021-01-01	DE	tb	0.026454740544987993	0.03516321099619572
2021-01-01	FR	md	0.029037750984707473	0.03790420595313356
2021-01-01	FR	mdhfi	0.03215544270574286	0.039098607516345404
2021-01-01	FR	mdhi	0.0445731774635159	0.079891317877244
2021-01-01	FR	mdhifi	0.0587903045876487	0.08794710184496185
2021-01-01	FR	mdhim	0.030539684419865258	0.05017881330001808
2021-01-01	FR	mdhimfi	0.027310012073813065	0.043018134263364496
2021-01-01	FR	tb	0.0270774036055739	0.03480198341146344
2021-01-01	IT	md	0.0527552521730784	0.05887015142320244
2021-01-01	IT	mdhfi	0.0500849191774129	0.05519062825030571
2021-01-01	IT	mdhi	0.0829497345414012	0.09814212869530525
2021-01-01	IT	mdhifi	0.0773974279082577	0.09039517867002989
2021-01-01	IT	mdhim	0.07765199279257307	0.09001719091467689
2021-01-01	IT	mdhimfi	0.06251439411557026	0.07301275996179096
2021-01-01	IT	tb	0.04836352942780958	0.05370201043990534
2021-01-01	ES	md	0.03927324161280801	0.04635180878693404
2021-01-01	ES	mdhfi	0.037238382468928355	0.042826942020928516
2021-01-01	ES	mdhi	0.03549766800928825	0.04864313214426231
2021-01-01	ES	mdhifi	0.0315762429657762	0.042078328930767114
2021-01-01	ES	mdhim	0.03817937054777748	0.04897696823335261
2021-01-01	ES	mdhimfi	0.02581744698848646	0.034404188861595034
2021-01-01	ES	tb	0.03234414849664034	0.03832743223477118
2021-01-01	NL	md	0.06391181959898697	0.0801359573975595
2021-01-01	NL	mdhfi	0.05787151952891077	0.07080374476098124
2021-01-01	NL	mdhi	0.15233200772439637	0.19316323029250482
2021-01-01	NL	mdhifi	0.1424269779331762	0.17628420311556714
2021-01-01	NL	mdhim	0.11626676992788722	0.1462242028521593
2021-01-01	NL	mdhimfi	0.10266998708816175	0.12707632444615852
2021-01-01	NL	tb	0.05120318006534405	0.06421639278215069
2021-01-01	BE	md	0.04291348641454228	0.0560894681772488
2021-01-01	BE	mdhfi	0.03837896227681892	0.04959799236820567
2021-01-01	BE	mdhi	0.06947581874910883	0.09850506305311746
2021-01-01	BE	mdhifi	0.06074583925319589	0.08626966812514293
2021-01-01	BE	mdhim	0.0692265809366405	0.09449219938369037
2021-01-01	BE	mdhimfi	0.05246396893411176	0.07450797032548219
2021-01-01	BE	tb	0.04196452069374797	0.053811620536912026
2020-01-01	DE	md	0.02770292974322003	0.03521454910559681
2020-01-01	DE	mdhfi	0.02657608921514845	0.03316177694919788
2020-01-01	DE	mdhi	0.04600843792136769	0.06674122947477934
2020-01-01	DE	mdhifi	0.04375422007790799	0.06253923236077434
2020-01-01	DE	mdhim	0.04688413389925593	0.06254160609146497
2020-01-01	DE	mdhimfi	0.03262450743057947	0.046631196881669376
2020-01-01	DE	tb	0.023676458813977133	0.030109048749135413
2020-01-01	FR	md	0.02667870278811117	0.035182477627244496
2020-01-01	FR	mdhfi	0.02973899763692788	0.03623802287465201
2020-01-01	FR	mdhi	0.02726654332574234	0.06077625802843648
2020-01-01	FR	mdhifi	0.04000483065988755	0.06696820444188345
2020-01-01	FR	mdhim	0.022539044448027217	0.04129041969080936
2020-01-01	FR	mdhimfi	0.017595558766326982	0.03222732961725813
2020-01-01	FR	tb	0.024649774391939883	0.03205690734498477
2020-01-01	IT	md	0.04508264578925579	0.051507963886943994
2020-01-01	IT	mdhfi	0.041108008366557175	0.04649821906330392
2020-01-01	IT	mdhi	0.0598354525469842	0.07570161322938437
2020-01-01	IT	mdhifi	0.0503805337292171	0.06401034053824739
2020-01-01	IT	mdhim	0.05963709899772328	0.07258638339213812
2020-01-01	IT	mdhimfi	0.04081559072205627	0.05185772495842814
2020-01-01	IT	tb	0.041375785776319146	0.046979620933587304
2020-01-01	ES	md	0.03919620327936896	0.0443714953893907
2020-01-01	ES	mdhfi	0.03586319787279758	0.040343326832727164
2020-01-01	ES	mdhi	0.031598684187465136	0.04113937343984093
2020-01-01	ES	mdhifi	0.025170380381301802	0.03353259680356803
2020-01-01	ES	mdhim	0.03602381243960646	0.04387920446054678
2020-01-01	ES	mdhimfi	0.020624843256122367	0.027476920990757433
2020-01-01	ES	tb	0.03397817127479613	0.03835534982112523
2020-01-01	NL	md	0.057638213567019037	0.07020531286427109
2020-01-01	NL	mdhfi	0.04771940970530849	0.057950863785911404
2020-01-01	NL	mdhi	0.13383304817253264	0.16483317925131097
2020-01-01	NL	mdhifi	0.11347862640579505	0.13971852444166802
2020-01-01	NL	mdhim	0.10443400438682995	0.12736735910324462
2020-01-01	NL	mdhimfi	0.08251688967848698	0.10159744114425892
2020-01-01	NL	tb	0.045600582205733625	0.055653104961439256
2020-01-01	BE	md	0.041769392393548245	0.05292258292648875
2020-01-01	BE	mdhfi	0.03791502334367371	0.04692000565231401
2020-01-01	BE	mdhi	0.06534669646122214	0.08975869536308088
2020-01-01	BE	mdhifi	0.05809814490823084	0.07847759766130713
2020-01-01	BE	mdhim	0.06609334080192049	0.08742208108395011
2020-01-01	BE	mdhimfi	0.050362523883741725	0.06802850405635451
2020-01-01	BE	tb	0.04031709461175697	0.050346964246853185
2019-01-01	DE	md	0.03089502043762956	0.04032729621929967
2019-01-01	DE	mdhfi	0.02974865735286816	0.0383366395276147
2019-01-01	DE	mdhi	0.05288231548235484	0.07876595190333728
2019-01-01	DE	mdhifi	0.05076671861822507	0.07510550903740448
2019-01-01	DE	mdhim	0.05284655351725868	0.07239298727612935
2019-01-01	DE	mdhimfi	0.037859529938783734	0.05601030252422924
2019-01-01	DE	tb	0.02657701695438563	0.0346568985388874
2019-01-01	FR	md	0.032633845115280814	0.041668723954876516
2019-01-01	FR	mdhfi	0.03582054657797426	0.04282966637042892
2019-01-01	FR	mdhi	0.047355304693564054	0.08271750765833231
2019-01-01	FR	mdhifi	0.06148049056303738	0.09031984953471811
2019-01-01	FR	mdhim	0.03387458623997753	0.05372710820046822
2019-01-01	FR	mdhimfi	0.029030640549466403	0.04474672591147466
2019-01-01	FR	tb	0.02958214603697047	0.03744346430699101
2019-01-01	IT	md	0.05328505444552969	0.059895774341319714
2019-01-01	IT	mdhfi	0.049540177181801995	0.055097791881140924
2019-01-01	IT	mdhi	0.0771827455675755	0.09336996913858756
2019-01-01	IT	mdhifi	0.06874193635373527	0.08266821934156551
2019-01-01	IT	mdhim	0.07524893209889687	0.08848865122512602
2019-01-01	IT	mdhimfi	0.05582368105003834	0.06713288211363287
2019-01-01	IT	tb	0.048715616311425895	0.054477742920647984
2019-01-01	ES	md	0.05663259759295533	0.06274869623366283
2019-01-01	ES	mdhfi	0.054417665524345134	0.05952165340467493
2019-01-01	ES	mdhi	0.062277571861504497	0.07347005219562378
2019-01-01	ES	mdhifi	0.058327258121212464	0.06778222221912023
2019-01-01	ES	mdhim	0.062100440377242674	0.0713839465552175
2019-01-01	ES	mdhimfi	0.04815675340970046	0.05596305854433054
2019-01-01	ES	tb	0.048187048265559446	0.05335567748266293
2019-01-01	NL	md	0.06368395702637981	0.07941733117317741
2019-01-01	NL	mdhfi	0.05401659290183457	0.06654818544335916
2019-01-01	NL	mdhi	0.1430117600153273	0.18085801513280655
2019-01-01	NL	mdhifi	0.12402084671322139	0.15530760016363013
2019-01-01	NL	mdhim	0.11310840386777776	0.14132700979570256
2019-01-01	NL	mdhimfi	0.09097048126393469	0.11391961517164839
2019-01-01	NL	tb	0.05000325219736169	0.06251251847978938
2019-01-01	BE	md	0.043984440071884276	0.05745937986106774
2019-01-01	BE	mdhfi	0.03953550248047685	0.05056124618448396
2019-01-01	BE	mdhi	0.06934856122402776	0.09841797592985899
2019-01-01	BE	mdhifi	0.061049157199831526	0.08565440439967587
2019-01-01	BE	mdhim	0.06992535116242174	0.095439986744832
2019-01-01	BE	mdhimfi	0.053166171884929725	0.07459426134431574
2019-01-01	BE	tb	0.04161315099391852	0.05372091638929941
2018-01-01	DE	md	0.035287943666006405	0.045438208163611105
2018-01-01	DE	mdhfi	0.03442489548705919	0.043738175675495906
2018-01-01	DE	mdhi	0.06149260488553263	0.08914780928105097
2018-01-01	DE	mdhifi	0.060413075237760475	0.08661438330606613
2018-01-01	DE	mdhim	0.06046389193746159	0.08131693616639779
2018-01-01	DE	mdhimfi	0.04498430244323754	0.06449411156840523
2018-01-01	DE	tb	0.030364514803643928	0.0390600910778281
2018-01-01	FR	md	0.03261748322791411	0.04112830260704983
2018-01-01	FR	mdhfi	0.03469040400834594	0.04144905340648627
2018-01-01	FR	mdhi	0.04658632230796258	0.08006461182346096
2018-01-01	FR	mdhifi	0.056059928187489554	0.08395073068033587
2018-01-01	FR	mdhim	0.03347958848017873	0.05221209656923852
2018-01-01	FR	mdhimfi	0.026084071050362572	0.041250508713186904
2018-01-01	FR	tb	0.029495271332510724	0.03688783734396753
2018-01-01	IT	md	0.053051702210065964	0.05926524353740246
2018-01-01	IT	mdhfi	0.0490246681510388	0.0542460883199465
2018-01-01	IT	mdhi	0.07855409212197151	0.09385141672101151
2018-01-01	IT	mdhifi	0.06940707558227509	0.08256045369025908
2018-01-01	IT	mdhim	0.0757259784374077	0.08822073833287987
2018-01-01	IT	mdhimfi	0.05628788965425922	0.06695504266872834
2018-01-01	IT	tb	0.048613087938763976	0.05402238655905021
2018-01-01	ES	md	0.057112697377010704	0.06447520911494445
2018-01-01	ES	mdhfi	0.05475070441891339	0.06086300624430387
2018-01-01	ES	mdhi	0.062118820563299475	0.07546748521646629
2018-01-01	ES	mdhifi	0.057925489813423284	0.06915095216075554
2018-01-01	ES	mdhim	0.06227825959983691	0.07346264628245605
2018-01-01	ES	mdhimfi	0.04830761184562924	0.05766921206013428
2018-01-01	ES	tb	0.04883573974165739	0.055033473726716534
2018-01-01	NL	md	0.06429894238804187	0.08006736889365496
2018-01-01	NL	mdhfi	0.0547529778688381	0.06669367750189438
2018-01-01	NL	mdhi	0.14054910667964568	0.17798789842773016
2018-01-01	NL	mdhifi	0.12196083978481308	0.15137115284641794
2018-01-01	NL	mdhim	0.11183331795323788	0.13978976633573292
2018-01-01	NL	mdhimfi	0.089605607781782	0.11121360081944348
2018-01-01	NL	tb	0.05048096018441092	0.06294627377857634
2018-01-01	BE	md	0.03940654568994921	0.055115743036413416
2018-01-01	BE	mdhfi	0.03506843353624407	0.04826325245947919
2018-01-01	BE	mdhi	0.05845870811289322	0.09209290625195615
2018-01-01	BE	mdhifi	0.05008887853686701	0.07932006414050358
2018-01-01	BE	mdhim	0.06063167123531312	0.09030338414735882
2018-01-01	BE	mdhimfi	0.04385144033437968	0.06944254216864375
2018-01-01	BE	tb	0.03749548084809615	0.05159829922390672
2017-01-01	DE	md	0.040310052292886214	0.05010479599707385
2017-01-01	DE	mdhfi	0.03914199605402884	0.04808002943660558
2017-01-01	DE	mdhi	0.07099052522080762	0.09754698407458937
2017-01-01	DE	mdhifi	0.06930367804256087	0.09432666489083996
2017-01-01	DE	mdhim	0.06928000766216133	0.08931367626076755
2017-01-01	DE	mdhimfi	0.05162695079672749	0.07026752727536552
2017-01-01	DE	tb	0.03500778043909777	0.043398519854132275
2017-01-01	FR	md	0.03334297213674032	0.042915625079532844
2017-01-01	FR	mdhfi	0.03623128543149891	0.04373513443610528
2017-01-01	FR	mdhi	0.04725466282817705	0.08502592749513334
2017-01-01	FR	mdhifi	0.06009471027937494	0.09112618024379074
2017-01-01	FR	mdhim	0.033968088318185284	0.05506260421628183
2017-01-01	FR	mdhimfi	0.027904865965610384	0.04475630228428005
2017-01-01	FR	tb	0.030107486181998547	0.03841229522258355
2017-01-01	IT	md	0.05280609722772146	0.059744575027683135
2017-01-01	IT	mdhfi	0.04897923938372549	0.05478855926216754
2017-01-01	IT	mdhi	0.07676121708296249	0.09377178571593438
2017-01-01	IT	mdhifi	0.06809283269754815	0.08266220178473348
2017-01-01	IT	mdhim	0.07461007117400598	0.0885154087875988
2017-01-01	IT	mdhimfi	0.055271349418034244	0.06709739127467039
2017-01-01	IT	tb	0.04870402188461309	0.054732871328739136
2017-01-01	ES	md	0.058339014698607514	0.06493729196413142
2017-01-01	ES	mdhfi	0.05661160970503872	0.062237332389968335
2017-01-01	ES	mdhi	0.06418669755701988	0.07606553188895422
2017-01-01	ES	mdhifi	0.061214669706183666	0.07148156948680959
2017-01-01	ES	mdhim	0.06396896801138797	0.07400893475989592
2017-01-01	ES	mdhimfi	0.051492507471502205	0.0601288101126915
2017-01-01	ES	tb	0.04997509036311601	0.05551419742757815
2017-01-01	NL	md	0.06705714397763289	0.08177677888579885
2017-01-01	NL	mdhfi	0.05619584562862989	0.06740103354825924
2017-01-01	NL	mdhi	0.14635350646733636	0.18071349413002064
2017-01-01	NL	mdhifi	0.12516989081756175	0.15228815378571564
2017-01-01	NL	mdhim	0.11754575572830332	0.14329791141711568
2017-01-01	NL	mdhimfi	0.09232419634978313	0.11232638552310484
2017-01-01	NL	tb	0.05247333438386928	0.06406213044015405
2017-01-01	BE	md	0.0399695005746252	0.05484610124794039
2017-01-01	BE	mdhfi	0.03552493011675454	0.04771545704417906
2017-01-01	BE	mdhi	0.060517331811651955	0.09249112090267927
2017-01-01	BE	mdhifi	0.05196773065690417	0.07907852738539294
2017-01-01	BE	mdhim	0.0623017707776928	0.09059700444988089
2017-01-01	BE	mdhimfi	0.04564773911864112	0.06946148970419128
2017-01-01	BE	tb	0.03766204627181125	0.05103172167574613
2016-01-01	DE	md	0.039285552170037485	0.04881682385422468
2016-01-01	DE	mdhfi	0.038198818213694405	0.04669526758945878
2016-01-01	DE	mdhi	0.06561908520958515	0.09139635270656923
2016-01-01	DE	mdhifi	0.06393725350581492	0.087659581919940055
2016-01-01	DE	mdhim	0.06643105866767758	0.0858765747447129
2016-01-01	DE	mdhimfi	0.04763129912700162	0.06530370853976128
2016-01-01	DE	tb	0.03432279237299765	0.04248422877939258
2016-01-01	FR	md	0.03602686014393054	0.04444913128850136
2016-01-01	FR	mdhfi	0.037285575165503196	0.04379302175257605
2016-01-01	FR	mdhi	0.05553425837336364	0.08878771465447587
2016-01-01	FR	mdhifi	0.06194873254222944	0.08883572537267453
2016-01-01	FR	mdhim	0.038852744046820736	0.057440772266522284
2016-01-01	FR	mdhimfi	0.028866275946893807	0.043494164602706976
2016-01-01	FR	tb	0.032440763561503196	0.03974071811791391
2016-01-01	IT	md	0.052100679447561575	0.05910942243201093
2016-01-01	IT	mdhfi	0.047398735757003506	0.053280751610006505
2016-01-01	IT	mdhi	0.07494745321605616	0.09210296965970143
2016-01-01	IT	mdhifi	0.06405651582499676	0.07878229148537588
2016-01-01	IT	mdhim	0.07307361201220966	0.08707583886566143
2016-01-01	IT	mdhimfi	0.05191478216610333	0.06384932818050214
2016-01-01	IT	tb	0.04794734566996254	0.05402647358391186
2016-01-01	ES	md	0.057458707181363755	0.06402499991561487
2016-01-01	ES	mdhfi	0.056448697405327215	0.062003244499117975
2016-01-01	ES	mdhi	0.06234340252770639	0.07418935541444562
2016-01-01	ES	mdhifi	0.06065085984717957	0.07081365994935375
2016-01-01	ES	mdhim	0.06242967243999747	0.07248934027798393
2016-01-01	ES	mdhimfi	0.05125922694749923	0.05984834304860656
2016-01-01	ES	tb	0.04902705887261982	0.05452978800770157
2016-01-01	NL	md	0.06201997456480538	0.07671032372066121
2016-01-01	NL	mdhfi	0.04950031744997004	0.060984454342246475
2016-01-01	NL	mdhi	0.13964061925811544	0.17412935759977735
2016-01-01	NL	mdhifi	0.11415461883333004	0.14211140631744987
2016-01-01	NL	mdhim	0.11217171185824952	0.1379085204767266
2016-01-01	NL	mdhimfi	0.08381868551063039	0.10434611753193367
2016-01-01	NL	tb	0.04881831471385613	0.0603835349284228
2016-01-01	BE	md	0.042951185591337385	0.05555485349377257
2016-01-01	BE	mdhfi	0.038447660505896146	0.0486908098567585
2016-01-01	BE	mdhi	0.06581683084210677	0.09263157552587341
2016-01-01	BE	mdhifi	0.057393107478840515	0.07993744493600159
2016-01-01	BE	mdhim	0.06737972593964875	0.09123888501554278
2016-01-01	BE	mdhimfi	0.05070337434491515	0.07061994676382373
2016-01-01	BE	tb	0.04055842965666709	0.051875741742082676
2015-01-01	DE	md	0.03978860523746447	0.04818403916620009
2015-01-01	DE	mdhfi	0.03802117320099612	0.045478227998205396
2015-01-01	DE	mdhi	0.0652133004397503	0.08773813247208974
2015-01-01	DE	mdhifi	0.061639774861941624	0.08230014924779372
2015-01-01	DE	mdhim	0.06650846331040318	0.08349241499255285
2015-01-01	DE	mdhimfi	0.04588948643227672	0.06127069073078075
2015-01-01	DE	tb	0.03495724331483898	0.042137384359373385
2015-01-01	FR	md	0.03841845268916283	0.04733038196277274
2015-01-01	FR	mdhfi	0.03933705560361652	0.045903934349727595
2015-01-01	FR	mdhi	0.06420891675380305	0.09933167335345806
2015-01-01	FR	mdhifi	0.06954892827453321	0.09659534872613403
2015-01-01	FR	mdhim	0.0438702184251063	0.06354198703649235
2015-01-01	FR	mdhimfi	0.033371711988586794	0.048128221622343634
2015-01-01	FR	tb	0.034305598433515876	0.04201915345608591
2015-01-01	IT	md	0.04577858245530706	0.05225317131492459
2015-01-01	IT	mdhfi	0.04089186161244509	0.04630594685235902
2015-01-01	IT	mdhi	0.06080638307874084	0.07651358439134115
2015-01-01	IT	mdhifi	0.04926184592954902	0.06269375836216516
2015-01-01	IT	mdhim	0.06108538188737921	0.07389093165600732
2015-01-01	IT	mdhimfi	0.039877672532410056	0.05075086242947361
2015-01-01	IT	tb	0.04234750941036948	0.04795256366161272
2015-01-01	ES	md	0.0550115858510094	0.06148356662150524
2015-01-01	ES	mdhfi	0.05457375471881926	0.060150562501369714
2015-01-01	ES	mdhi	0.05754434100633947	0.06921378988738641
2015-01-01	ES	mdhifi	0.056823956470636754	0.06702113883852817
2015-01-01	ES	mdhim	0.058883161257228374	0.06882251670988364
2015-01-01	ES	mdhimfi	0.04817320608607865	0.056817992514485834
2015-01-01	ES	tb	0.04682710654274636	0.052234625904978724
2015-01-01	NL	md	0.06694713450143526	0.07865483765491156
2015-01-01	NL	mdhfi	0.05221234874490585	0.060742009296232025
2015-01-01	NL	mdhi	0.15186823889333478	0.1793398598737341
2015-01-01	NL	mdhifi	0.12153477291649512	0.14229767060895354
2015-01-01	NL	mdhim	0.12156437710559292	0.14209248269616326
2015-01-01	NL	mdhimfi	0.08934499693642636	0.10460862055794429
2015-01-01	NL	tb	0.05258097886108906	0.06178144846839193
2015-01-01	BE	md	0.04151985474835681	0.0535308611402299
2015-01-01	BE	mdhfi	0.037957232114432526	0.047096488794872764
2015-01-01	BE	mdhi	0.06289684839241311	0.08836105125498965
2015-01-01	BE	mdhifi	0.05649387448842858	0.07654686628019265
2015-01-01	BE	mdhim	0.06462194172787147	0.0873077340271723
2015-01-01	BE	mdhimfi	0.0499691672598363	0.0677061575083636
2015-01-01	BE	tb	0.03931710333661179	0.050101913259079575
2014-01-01	DE	md	0.039400483675599805	0.04776198796661287
2014-01-01	DE	mdhfi	0.03755515860961307	0.04505515766995196
2014-01-01	DE	mdhi	0.0644370008201213	0.08681402428925279
2014-01-01	DE	mdhifi	0.060631117978772256	0.08135143830574501
2014-01-01	DE	mdhim	0.06584625176064084	0.08270819637181286
2014-01-01	DE	mdhimfi	0.045113990207019936	0.06053142533735421
2014-01-01	DE	tb	0.0347470021385947	0.04189207233968452
2014-01-01	FR	md	0.03626402804317352	0.0449857259283198
2014-01-01	FR	mdhfi	0.036434146293840355	0.043139431531315726
2014-01-01	FR	mdhi	0.05697745471540919	0.09128063334318261
2014-01-01	FR	mdhifi	0.05889171219939539	0.08641863173153824
2014-01-01	FR	mdhim	0.03951913321383549	0.05868931495509711
2014-01-01	FR	mdhimfi	0.027642622162030686	0.042637614273339876
2014-01-01	FR	tb	0.03225667811114896	0.03977834000184939
2014-01-01	IT	md	0.04461219974224808	0.05139197982235753
